date,dow,vtm,vleague,htm,hleague,daynt,parkid,attend,length,at_bats,hit,rbi,walk,strkout
20220725,Mon,HOU,AL,OAK,AL,N,OAK01,4105,175,66,17,10,4,13
20220725,Mon,TEX,AL,SEA,AL,N,SEA03,23581,182,64,14,5,7,18
20220726,Tue,SFN,NL,ARI,NL,N,PHO01,16989,190,63,12,10,6,22
20220726,Tue,PIT,NL,CHN,NL,D,CHI11,30978,150,65,14,6,1,13
20220726,Tue,MIA,NL,CIN,NL,N,CIN09,14937,165,66,13,3,2,22
20220726,Tue,CHA,AL,COL,NL,N,DEN02,40233,196,67,18,3,8,16
20220726,Tue,WAS,NL,LAN,NL,N,LOS03,53302,207,72,20,11,4,16
20220726,Tue,MIN,AL,MIL,NL,N,MIL06,28596,210,69,18,13,12,18
20220726,Tue,NYA,AL,NYN,NL,N,NYC20,42364,207,69,19,8,4,16
20220726,Tue,ATL,NL,PHI,NL,N,PHI13,27486,190,68,15,9,4,19
20220726,Tue,TBA,AL,BAL,AL,N,BAL12,11307,163,65,17,8,3,14
20220726,Tue,CLE,AL,BOS,AL,N,BOS07,32483,200,71,19,10,6,16
20220726,Tue,SDN,NL,DET,AL,N,DET05,24213,223,76,17,10,9,18
20220726,Tue,ANA,AL,KCA,AL,N,KAN06,20834,204,66,14,5,9,9
20220726,Tue,HOU,AL,OAK,AL,N,OAK01,5130,184,63,13,7,7,19
20220726,Tue,TEX,AL,SEA,AL,N,SEA03,25837,179,62,15,9,10,15
20220726,Tue,SLN,NL,TOR,AL,N,TOR02,39756,194,69,22,13,9,14
20220727,Wed,SFN,NL,ARI,NL,D,PHO01,17043,183,66,15,6,4,13
20220727,Wed,MIA,NL,CIN,NL,N,CIN09,11387,152,64,15,8,2,23
20220727,Wed,CHA,AL,COL,NL,D,DEN02,30731,216,69,22,11,11,16
20220727,Wed,WAS,NL,LAN,NL,D,LOS03,44229,183,62,16,8,12,15
20220727,Wed,MIN,AL,MIL,NL,D,MIL06,35914,207,65,15,14,12,21
20220727,Wed,NYA,AL,NYN,NL,N,NYC20,43693,189,67,16,5,7,19
20220727,Wed,ATL,NL,PHI,NL,D,PHI13,29038,174,63,15,9,5,15
20220727,Wed,TBA,AL,BAL,AL,N,BAL12,13592,226,77,20,8,5,23
20220727,Wed,CLE,AL,BOS,AL,N,BOS07,32919,182,74,21,12,3,8
20220727,Wed,SDN,NL,DET,AL,D,DET05,24669,183,65,14,7,6,20
20220727,Wed,ANA,AL,KCA,AL,D,KAN06,12596,168,68,16,3,4,21
20220727,Wed,HOU,AL,OAK,AL,D,OAK01,9367,147,64,13,6,3,16
20220727,Wed,TEX,AL,SEA,AL,D,SEA03,25509,160,63,12,6,6,15
20220727,Wed,SLN,NL,TOR,AL,N,TOR02,36666,177,67,18,7,2,21
20220728,Thu,MIA,NL,CIN,NL,D,CIN09,14506,220,71,21,13,5,16
20220728,Thu,LAN,NL,COL,NL,N,DEN02,32182,186,75,21,11,6,12
20220728,Thu,PHI,NL,PIT,NL,N,PIT08,20701,191,75,22,15,5,16
20220728,Thu,CHN,NL,SFN,NL,N,SFO03,32259,180,61,10,6,4,19
20220728,Thu,TEX,AL,ANA,AL,N,ANA01,29718,167,67,15,2,0,21
20220728,Thu,TBA,AL,BAL,AL,D,BAL12,16784,174,61,10,3,5,20
20220728,Thu,CLE,AL,BOS,AL,N,BOS07,32122,153,60,11,5,4,12
20220728,Thu,SEA,AL,HOU,AL,N,HOU03,29799,171,60,11,5,4,13
20220728,Thu,KCA,AL,NYA,AL,N,NYC21,43836,158,58,6,1,5,24
20220728,Thu,DET,AL,TOR,AL,N,TOR02,27080,172,63,14,8,6,11
20220729,Fri,ARI,NL,ATL,NL,N,ATL03,41536,160,63,14,6,7,10
20220729,Fri,BAL,AL,CIN,NL,N,CIN09,23658,209,65,16,8,8,17
20220729,Fri,LAN,NL,COL,NL,N,DEN02,41656,192,68,17,9,8,14
20220729,Fri,NYN,NL,MIA,NL,N,MIA02,15131,196,69,18,9,10,17
20220729,Fri,PHI,NL,PIT,NL,N,PIT08,26946,210,74,18,6,6,19
20220729,Fri,MIN,AL,SDN,NL,N,SAN02,43171,167,64,14,11,5,22
20220729,Fri,CHN,NL,SFN,NL,N,SFO03,30376,197,72,19,5,7,20
20220729,Fri,SLN,NL,WAS,NL,N,WAS11,30170,162,66,14,7,3,15
20220729,Fri,TEX,AL,ANA,AL,N,ANA01,29906,193,69,14,5,4,18
20220729,Fri,MIL,NL,BOS,AL,N,BOS07,34193,207,66,15,5,7,26
20220729,Fri,OAK,AL,CHA,AL,N,CHI12,28503,174,69,15,10,1,17
20220729,Fri,SEA,AL,HOU,AL,N,HOU03,38497,186,70,21,12,9,11
20220729,Fri,KCA,AL,NYA,AL,N,NYC21,42481,192,72,20,16,6,20
20220729,Fri,CLE,AL,TBA,AL,N,STP01,14671,163,67,14,5,5,19
20220729,Fri,DET,AL,TOR,AL,N,TOR02,28046,200,67,13,6,7,19
20220730,Sat,ARI,NL,ATL,NL,N,ATL03,41682,171,66,15,8,4,21
20220730,Sat,BAL,AL,CIN,NL,N,CIN09,29104,174,67,19,9,2,17
20220730,Sat,LAN,NL,COL,NL,N,DEN02,47415,163,67,17,7,0,13
20220730,Sat,NYN,NL,MIA,NL,N,MIA02,16655,155,63,13,4,4,12
20220730,Sat,PHI,NL,PIT,NL,N,PIT08,38781,174,67,10,2,5,18
20220730,Sat,MIN,AL,SDN,NL,D,SAN02,39574,214,69,17,10,6,23
20220730,Sat,CHN,NL,SFN,NL,N,SFO03,40971,186,69,17,9,5,19
20220730,Sat,SLN,NL,WAS,NL,N,WAS11,34440,198,64,18,13,6,12
20220730,Sat,TEX,AL,ANA,AL,N,ANA01,32968,184,64,15,15,14,17
20220730,Sat,MIL,NL,BOS,AL,D,BOS07,35867,229,73,24,12,9,17
20220730,Sat,OAK,AL,CHA,AL,N,CHI12,28142,170,66,17,4,3,10
20220730,Sat,SEA,AL,HOU,AL,N,HOU03,37385,208,68,17,9,7,13
20220730,Sat,KCA,AL,NYA,AL,D,NYC21,44081,200,64,15,9,10,21
20220730,Sat,CLE,AL,TBA,AL,D,STP01,22756,178,71,21,10,3,26
20220730,Sat,DET,AL,TOR,AL,D,TOR02,42933,166,59,14,8,6,15
20220731,Sun,ARI,NL,ATL,NL,D,ATL03,39005,172,57,9,1,6,17
20220731,Sun,BAL,AL,CIN,NL,D,CIN09,20496,202,60,13,5,8,18
20220731,Sun,LAN,NL,COL,NL,D,DEN02,36212,191,71,20,9,4,17
20220731,Sun,NYN,NL,MIA,NL,D,MIA02,17449,203,80,29,12,4,10
20220731,Sun,PHI,NL,PIT,NL,D,PIT08,19322,187,78,27,10,2,14
20220731,Sun,MIN,AL,SDN,NL,D,SAN02,37336,165,62,11,5,3,15
20220731,Sun,CHN,NL,SFN,NL,D,SFO03,33622,178,63,13,4,3,24
20220731,Sun,SLN,NL,WAS,NL,D,WAS11,28738,170,65,12,5,5,20
20220731,Sun,TEX,AL,ANA,AL,D,ANA01,29257,176,60,13,7,9,24
20220731,Sun,MIL,NL,BOS,AL,D,BOS07,35231,178,70,22,9,4,13
20220731,Sun,OAK,AL,CHA,AL,D,CHI12,30028,162,62,14,5,2,17
20220731,Sun,SEA,AL,HOU,AL,D,HOU03,35773,188,69,11,4,6,23
20220731,Sun,KCA,AL,NYA,AL,D,NYC21,45341,240,69,16,14,12,15
20220731,Sun,CLE,AL,TBA,AL,D,STP01,18023,183,68,17,7,9,11
20220731,Sun,DET,AL,TOR,AL,D,TOR02,40298,139,61,9,5,3,12
20220801,Mon,CIN,NL,MIA,NL,N,MIA02,7701,175,68,15,4,3,19
20220801,Mon,COL,NL,SDN,NL,N,SAN02,29983,171,60,13,5,5,15
20220801,Mon,LAN,NL,SFN,NL,N,SFO03,34865,170,67,16,10,5,13
20220801,Mon,NYN,NL,WAS,NL,N,WAS11,29034,200,70,19,9,6,13
20220801,Mon,KCA,AL,CHA,AL,N,CHI12,17500,175,67,16,3,2,15
20220801,Mon,ARI,NL,CLE,AL,N,CLE08,13707,222,79,19,10,7,18
20220801,Mon,BOS,AL,HOU,AL,N,HOU03,35185,182,64,12,5,4,17
20220801,Mon,DET,AL,MIN,AL,N,MIN04,20231,197,74,17,8,5,21
20220801,Mon,SEA,AL,NYA,AL,N,NYC21,36731,178,67,17,9,6,11
20220801,Mon,BAL,AL,TEX,AL,N,ARL03,19161,175,73,19,9,3,15
20220802,Tue,PHI,NL,ATL,NL,N,ATL03,38932,207,66,18,12,10,23
20220802,Tue,CIN,NL,MIA,NL,N,MIA02,8188,166,62,8,3,3,19
20220802,Tue,MIL,NL,PIT,NL,N,PIT08,12401,182,64,13,7,7,18
20220802,Tue,COL,NL,SDN,NL,D,SAN02,23828,215,76,31,18,8,16
20220802,Tue,COL,NL,SDN,NL,N,SAN02,30759,190,60,11,4,7,15
20220802,Tue,LAN,NL,SFN,NL,N,SFO03,32798,183,70,20,13,5,17
20220802,Tue,CHN,NL,SLN,NL,N,STL10,44344,157,64,18,6,3,11
20220802,Tue,NYN,NL,WAS,NL,N,WAS11,29878,168,62,14,6,3,16
20220802,Tue,OAK,AL,ANA,AL,N,ANA01,22920,153,62,14,3,5,13
20220802,Tue,KCA,AL,CHA,AL,N,CHI12,24361,172,70,21,11,6,15
20220802,Tue,ARI,NL,CLE,AL,N,CLE08,14471,170,66,15,9,5,19
20220802,Tue,BOS,AL,HOU,AL,N,HOU03,31229,179,66,14,3,3,20
20220802,Tue,DET,AL,MIN,AL,N,MIN04,23394,190,63,14,8,9,16
20220802,Tue,SEA,AL,NYA,AL,N,NYC21,38735,223,67,18,14,11,17
20220802,Tue,TOR,AL,TBA,AL,N,STP01,16433,165,60,10,4,4,17
20220802,Tue,BAL,AL,TEX,AL,N,ARL03,21622,197,71,19,10,6,18
20220803,Wed,PHI,NL,ATL,NL,D,ATL03,30380,160,64,11,4,3,22
20220803,Wed,CIN,NL,MIA,NL,N,MIA02,8656,129,60,13,3,4,10
20220803,Wed,MIL,NL,PIT,NL,N,PIT08,13084,229,73,24,15,8,13
20220803,Wed,COL,NL,SDN,NL,N,SAN02,44652,184,65,16,10,5,22
20220803,Wed,LAN,NL,SFN,NL,N,SFO03,35400,186,66,14,3,5,18
20220803,Wed,NYN,NL,WAS,NL,D,WAS11,27851,198,79,27,14,4,15
20220803,Wed,OAK,AL,ANA,AL,N,ANA01,25190,188,67,14,4,3,16
20220803,Wed,KCA,AL,CHA,AL,D,CHI12,19753,155,64,16,5,3,20
20220803,Wed,ARI,NL,CLE,AL,D,CLE08,18642,183,67,18,11,3,20
20220803,Wed,BOS,AL,HOU,AL,D,HOU03,32295,162,65,16,7,1,16
20220803,Wed,DET,AL,MIN,AL,D,MIN04,25044,160,59,11,5,4,22
20220803,Wed,SEA,AL,NYA,AL,D,NYC21,42169,167,66,15,10,4,17
20220803,Wed,TOR,AL,TBA,AL,D,STP01,14253,168,60,10,5,5,19
20220803,Wed,BAL,AL,TEX,AL,D,ARL03,20221,204,67,15,8,11,23
20220804,Thu,ATL,NL,NYN,NL,N,NYC20,38693,169,66,16,10,4,15
20220804,Thu,WAS,NL,PHI,NL,N,PHI13,35393,99,44,18,8,0,5
20220804,Thu,MIL,NL,PIT,NL,D,PIT08,13485,202,70,19,7,10,13
20220804,Thu,COL,NL,SDN,NL,D,SAN02,30366,221,71,23,10,6,18
20220804,Thu,LAN,NL,SFN,NL,D,SFO03,34640,188,66,13,7,4,22
20220804,Thu,CHN,NL,SLN,NL,D,STL10,41734,171,65,15,7,3,16
20220804,Thu,CHN,NL,SLN,NL,N,STL10,44669,188,58,12,9,14,12
20220804,Thu,OAK,AL,ANA,AL,D,ANA01,23849,207,68,17,15,10,19
20220804,Thu,HOU,AL,CLE,AL,N,CLE08,16808,183,69,14,6,7,13
20220804,Thu,TBA,AL,DET,AL,N,DET05,16595,179,70,18,7,5,14
20220804,Thu,BOS,AL,KCA,AL,N,KAN06,18970,184,63,17,10,7,15
20220804,Thu,TOR,AL,MIN,AL,N,MIN04,39030,214,68,16,12,11,17
20220804,Thu,CHA,AL,TEX,AL,N,ARL03,20972,165,63,17,5,6,13
20220805,Fri,COL,NL,ARI,NL,N,PHO01,17720,182,70,20,11,7,10
20220805,Fri,MIA,NL,CHN,NL,D,CHI11,35689,200,61,11,3,8,26
20220805,Fri,SDN,NL,LAN,NL,N,LOS03,52714,183,66,16,8,5,22
20220805,Fri,CIN,NL,MIL,NL,N,MIL06,33239,194,63,14,6,12,16
20220805,Fri,ATL,NL,NYN,NL,N,NYC20,40305,218,78,26,15,7,16
20220805,Fri,WAS,NL,PHI,NL,N,PHI13,22024,166,60,12,9,5,9
20220805,Fri,NYA,AL,SLN,NL,N,STL10,46940,199,63,15,7,11,13
20220805,Fri,PIT,NL,BAL,AL,N,BAL12,25613,162,64,16,1,4,9
20220805,Fri,HOU,AL,CLE,AL,N,CLE08,24712,181,71,22,12,6,12
20220805,Fri,TBA,AL,DET,AL,N,DET05,21547,220,67,16,8,15,16
20220805,Fri,BOS,AL,KCA,AL,N,KAN06,21246,224,73,22,11,10,15
20220805,Fri,TOR,AL,MIN,AL,N,MIN04,29593,204,78,22,11,6,18
20220805,Fri,ANA,AL,SEA,AL,N,SEA03,42654,216,67,14,7,8,22
20220805,Fri,CHA,AL,TEX,AL,N,ARL03,25470,180,62,9,3,5,21
20220806,Sat,COL,NL,ARI,NL,N,PHO01,21146,153,64,18,5,2,9
20220806,Sat,MIA,NL,CHN,NL,D,CHI11,36787,166,64,15,3,4,14
20220806,Sat,SDN,NL,LAN,NL,N,LOS03,52124,188,67,16,11,3,11
20220806,Sat,CIN,NL,MIL,NL,N,MIL06,35784,210,67,17,12,12,14
20220806,Sat,ATL,NL,NYN,NL,D,NYC20,37790,233,73,25,13,10,18
20220806,Sat,ATL,NL,NYN,NL,N,NYC20,37452,182,67,15,7,2,17
20220806,Sat,WAS,NL,PHI,NL,N,PHI13,27078,219,75,26,16,8,13
20220806,Sat,NYA,AL,SLN,NL,N,STL10,48581,186,55,7,1,5,11
20220806,Sat,PIT,NL,BAL,AL,N,BAL12,41086,197,65,17,9,8,17
20220806,Sat,HOU,AL,CLE,AL,N,CLE08,25327,150,66,16,4,2,14
20220806,Sat,TBA,AL,DET,AL,N,DET05,40101,174,70,21,10,3,17
20220806,Sat,BOS,AL,KCA,AL,N,KAN06,19136,164,68,16,9,1,17
20220806,Sat,TOR,AL,MIN,AL,N,MIN04,27471,212,69,18,10,8,16
20220806,Sat,SFN,NL,OAK,AL,D,OAK01,40065,201,75,21,10,7,12
20220806,Sat,ANA,AL,SEA,AL,D,SEA03,41507,168,61,11,3,6,20
20220806,Sat,ANA,AL,SEA,AL,N,SEA03,27065,167,68,15,8,4,15
20220806,Sat,CHA,AL,TEX,AL,N,ARL03,38275,180,61,9,7,7,18
20220807,Sun,COL,NL,ARI,NL,D,PHO01,20644,197,63,19,9,12,8
20220807,Sun,MIA,NL,CHN,NL,D,CHI11,30177,156,62,10,3,5,16
20220807,Sun,SDN,NL,LAN,NL,D,LOS03,48093,168,63,13,4,2,11
20220807,Sun,CIN,NL,MIL,NL,D,MIL06,40063,227,68,12,5,7,25
20220807,Sun,ATL,NL,NYN,NL,D,NYC20,37717,178,63,12,6,4,27
20220807,Sun,WAS,NL,PHI,NL,D,PHI13,28672,199,70,20,14,9,14
20220807,Sun,NYA,AL,SLN,NL,D,STL10,46472,265,76,27,21,12,20
20220807,Sun,PIT,NL,BAL,AL,D,BAL12,16714,178,66,13,9,4,17
20220807,Sun,HOU,AL,CLE,AL,D,CLE08,22688,149,60,10,1,3,16
20220807,Sun,TBA,AL,DET,AL,D,DET05,18395,170,65,12,7,6,18
20220807,Sun,BOS,AL,KCA,AL,D,KAN06,14949,180,66,21,17,9,12
20220807,Sun,TOR,AL,MIN,AL,D,MIN04,26155,221,78,21,5,1,13
20220807,Sun,SFN,NL,OAK,AL,D,OAK01,31605,198,72,18,10,9,17
20220807,Sun,ANA,AL,SEA,AL,D,SEA03,34837,174,64,16,9,6,15
20220807,Sun,CHA,AL,TEX,AL,D,ARL03,29579,207,78,24,9,7,18
20220808,Mon,PIT,NL,ARI,NL,N,PHO01,11275,156,56,9,2,5,15
20220808,Mon,WAS,NL,CHN,NL,N,CHI11,30904,168,65,19,9,5,15
20220808,Mon,CIN,NL,NYN,NL,N,NYC20,28448,176,66,16,6,5,16
20220808,Mon,SFN,NL,SDN,NL,N,SAN02,40686,195,63,12,1,2,22
20220808,Mon,TOR,AL,BAL,AL,N,BAL12,12671,175,66,21,11,7,10
20220808,Mon,ANA,AL,OAK,AL,N,OAK01,5440,134,59,7,1,2,15
20220808,Mon,NYA,AL,SEA,AL,N,SEA03,35843,204,72,19,13,6,15
20220809,Tue,PIT,NL,ARI,NL,N,PHO01,12901,180,68,18,10,7,7
20220809,Tue,WAS,NL,CHN,NL,N,CHI11,37193,197,74,24,11,4,18
20220809,Tue,SLN,NL,COL,NL,N,DEN02,35011,185,81,30,21,6,13
20220809,Tue,MIN,AL,LAN,NL,N,LOS03,47874,193,73,22,13,2,19
20220809,Tue,TBA,AL,MIL,NL,N,MIL06,30030,166,59,11,8,5,19
20220809,Tue,CIN,NL,NYN,NL,N,NYC20,30816,179,66,17,8,7,17
20220809,Tue,MIA,NL,PHI,NL,N,PHI13,22087,166,61,13,5,6,18
20220809,Tue,SFN,NL,SDN,NL,N,SAN02,38626,212,68,20,11,6,15
20220809,Tue,TOR,AL,BAL,AL,N,BAL12,11080,182,68,21,10,5,16
20220809,Tue,ATL,NL,BOS,AL,N,BOS07,34972,253,86,24,16,9,20
20220809,Tue,CLE,AL,DET,AL,N,DET05,16359,161,68,17,6,4,13
20220809,Tue,TEX,AL,HOU,AL,N,HOU03,30629,169,62,14,12,5,14
20220809,Tue,CHA,AL,KCA,AL,D,KAN06,0,156,67,16,6,1,15
20220809,Tue,CHA,AL,KCA,AL,D,KAN06,12700,174,65,13,5,5,17
20220809,Tue,ANA,AL,OAK,AL,N,OAK01,9351,195,69,16,6,9,17
20220809,Tue,NYA,AL,SEA,AL,N,SEA03,38804,247,76,10,1,8,24
20220810,Wed,PIT,NL,ARI,NL,N,PHO01,12714,192,66,18,8,5,17
20220810,Wed,WAS,NL,CHN,NL,D,CHI11,29019,165,66,18,6,2,17
20220810,Wed,SLN,NL,COL,NL,N,DEN02,35164,201,80,31,13,4,14
20220810,Wed,MIN,AL,LAN,NL,N,LOS03,53432,195,68,18,12,7,17
20220810,Wed,TBA,AL,MIL,NL,D,MIL06,30644,183,68,12,7,6,20
20220810,Wed,CIN,NL,NYN,NL,D,NYC20,36883,181,65,19,11,8,17
20220810,Wed,MIA,NL,PHI,NL,N,PHI13,23021,158,64,17,7,3,10
20220810,Wed,SFN,NL,SDN,NL,D,SAN02,32834,212,75,27,16,8,13
20220810,Wed,ATL,NL,BOS,AL,N,BOS07,35406,186,71,21,11,4,20
20220810,Wed,CLE,AL,DET,AL,N,DET05,16560,182,69,16,5,1,22
20220810,Wed,TEX,AL,HOU,AL,N,HOU03,26670,221,75,20,12,8,24
20220810,Wed,CHA,AL,KCA,AL,N,KAN06,15463,199,71,22,10,6,16
20220810,Wed,ANA,AL,OAK,AL,D,OAK01,8268,225,80,13,9,7,18
20220810,Wed,NYA,AL,SEA,AL,D,SEA03,43280,164,59,9,7,6,21
20220811,Thu,PIT,NL,ARI,NL,D,PHO01,12725,200,66,14,11,8,17
20220811,Thu,CHN,NL,CIN,NL,N,DYE01,7823,201,68,17,6,8,26
20220811,Thu,SLN,NL,COL,NL,D,DEN02,30293,195,68,21,14,9,17
20220811,Thu,MIA,NL,PHI,NL,D,PHI13,25444,187,67,14,2,6,21
20220811,Thu,BAL,AL,BOS,AL,N,BOS07,33927,166,63,16,7,3,13
20220811,Thu,CLE,AL,DET,AL,D,DET05,19036,217,76,15,6,5,16
20220811,Thu,TEX,AL,HOU,AL,D,HOU03,30872,173,68,18,10,5,18
20220811,Thu,CHA,AL,KCA,AL,D,KAN06,10009,191,71,22,8,5,16
20220812,Fri,ARI,NL,COL,NL,N,DEN02,32055,153,61,11,7,5,10
20220812,Fri,ATL,NL,MIA,NL,N,MIA02,10459,217,70,20,6,6,14
20220812,Fri,PHI,NL,NYN,NL,N,NYC20,38467,174,69,15,3,3,16
20220812,Fri,PIT,NL,SFN,NL,N,SFO03,33328,195,65,17,8,7,14
20220812,Fri,MIL,NL,SLN,NL,N,STL10,45669,173,64,14,4,5,17
20220812,Fri,SDN,NL,WAS,NL,N,WAS11,35390,243,80,24,15,11,13
20220812,Fri,MIN,AL,ANA,AL,N,ANA01,33459,176,63,13,4,7,19
20220812,Fri,NYA,AL,BOS,AL,N,BOS07,36434,204,70,17,5,7,16
20220812,Fri,DET,AL,CHA,AL,N,CHI12,33015,173,58,11,2,8,20
20220812,Fri,OAK,AL,HOU,AL,N,HOU03,31230,199,66,22,11,8,13
20220812,Fri,LAN,NL,KCA,AL,N,KAN06,24333,192,66,12,10,11,11
20220812,Fri,BAL,AL,TBA,AL,N,STP01,12380,187,74,24,13,3,17
20220812,Fri,SEA,AL,TEX,AL,N,ARL03,22622,224,71,20,7,7,19
20220812,Fri,CLE,AL,TOR,AL,N,TOR02,41677,153,68,17,8,3,12
20220813,Sat,CHN,NL,CIN,NL,N,CIN09,33301,200,69,16,9,10,21
20220813,Sat,ARI,NL,COL,NL,N,DEN02,35233,167,65,14,5,4,15
20220813,Sat,ATL,NL,MIA,NL,D,MIA02,7308,181,67,16,7,6,18
20220813,Sat,ATL,NL,MIA,NL,N,MIA02,11910,192,68,15,8,6,19
20220813,Sat,PHI,NL,NYN,NL,N,NYC20,43857,144,57,7,1,3,22
20220813,Sat,PIT,NL,SFN,NL,N,SFO03,38049,165,60,10,2,8,22
20220813,Sat,MIL,NL,SLN,NL,N,STL10,45905,181,68,10,5,1,19
20220813,Sat,SDN,NL,WAS,NL,N,WAS11,33661,211,68,18,7,9,20
20220813,Sat,MIN,AL,ANA,AL,N,ANA01,43027,226,75,18,8,9,23
20220813,Sat,NYA,AL,BOS,AL,N,BOS07,36672,194,65,14,5,8,19
20220813,Sat,DET,AL,CHA,AL,N,CHI12,29458,166,71,24,10,3,18
20220813,Sat,OAK,AL,HOU,AL,N,HOU03,34078,171,62,17,8,7,12
20220813,Sat,LAN,NL,KCA,AL,N,KAN06,29689,185,78,26,15,7,18
20220813,Sat,BAL,AL,TBA,AL,D,STP01,16823,202,70,20,10,8,17
20220813,Sat,SEA,AL,TEX,AL,N,ARL03,31621,196,64,19,10,10,13
20220813,Sat,CLE,AL,TOR,AL,D,TOR02,44977,175,60,12,3,6,12
20220814,Sun,CHN,NL,CIN,NL,D,CIN09,23959,209,75,25,13,10,17
20220814,Sun,ARI,NL,COL,NL,D,DEN02,32442,188,72,19,10,8,11
20220814,Sun,ATL,NL,MIA,NL,D,MIA02,10902,188,66,15,3,11,18
20220814,Sun,PHI,NL,NYN,NL,D,NYC20,40513,202,69,19,5,6,20
20220814,Sun,PIT,NL,SFN,NL,D,SFO03,36471,206,74,24,14,7,23
20220814,Sun,MIL,NL,SLN,NL,D,STL10,44142,137,62,13,9,3,18
20220814,Sun,SDN,NL,WAS,NL,D,WAS11,27498,198,69,16,5,5,17
20220814,Sun,MIN,AL,ANA,AL,D,ANA01,27515,165,62,13,6,4,14
20220814,Sun,NYA,AL,BOS,AL,N,BOS07,36581,135,58,8,3,1,15
20220814,Sun,DET,AL,CHA,AL,D,CHI12,32154,177,68,18,7,4,20
20220814,Sun,OAK,AL,HOU,AL,D,HOU03,38906,160,67,17,9,6,10
20220814,Sun,LAN,NL,KCA,AL,D,KAN06,18481,169,59,11,4,5,20
20220814,Sun,BAL,AL,TBA,AL,D,STP01,18093,157,60,9,4,2,20
20220814,Sun,SEA,AL,TEX,AL,D,ARL03,25560,183,62,12,6,10,21
20220814,Sun,CLE,AL,TOR,AL,D,TOR02,41002,174,73,21,9,2,18
20220815,Mon,NYN,NL,ATL,NL,N,ATL03,38380,198,73,22,14,4,9
20220815,Mon,PHI,NL,CIN,NL,N,CIN09,14635,173,73,21,7,3,17
20220815,Mon,SDN,NL,MIA,NL,N,MIA02,9123,184,63,14,3,4,16
20220815,Mon,LAN,NL,MIL,NL,N,MIL06,27084,192,64,10,4,6,17
20220815,Mon,ARI,NL,SFN,NL,N,SFO03,20694,180,64,15,7,8,17
20220815,Mon,CHN,NL,WAS,NL,N,WAS11,25467,179,68,15,9,4,22
20220815,Mon,SEA,AL,ANA,AL,N,ANA01,23096,206,72,17,7,5,24
20220815,Mon,HOU,AL,CHA,AL,N,CHI12,18205,153,64,16,6,4,8
20220815,Mon,DET,AL,CLE,AL,D,CLE08,0,174,63,12,5,5,20
20220815,Mon,DET,AL,CLE,AL,D,CLE08,16980,181,73,23,12,3,14
20220815,Mon,KCA,AL,MIN,AL,N,MIN04,22003,177,65,19,6,7,17
20220815,Mon,TBA,AL,NYA,AL,N,NYC21,42192,201,64,14,4,5,22
20220815,Mon,OAK,AL,TEX,AL,N,ARL03,13121,190,60,11,3,12,14
20220815,Mon,BAL,AL,TOR,AL,N,TOR02,26769,200,65,16,10,11,17
20220816,Tue,NYN,NL,ATL,NL,N,ATL03,37449,171,57,11,4,8,17
20220816,Tue,PHI,NL,CIN,NL,N,CIN09,17074,200,79,27,15,2,23
20220816,Tue,SDN,NL,MIA,NL,N,MIA02,9065,213,65,16,7,8,23
20220816,Tue,LAN,NL,MIL,NL,N,MIL06,32948,232,77,13,9,11,29
20220816,Tue,BOS,AL,PIT,NL,N,PIT08,19387,157,61,9,7,8,15
20220816,Tue,ARI,NL,SFN,NL,N,SFO03,20897,166,63,12,3,2,20
20220816,Tue,COL,NL,SLN,NL,N,STL10,39105,188,64,16,9,6,12
20220816,Tue,CHN,NL,WAS,NL,N,WAS11,26362,227,81,23,12,6,23
20220816,Tue,SEA,AL,ANA,AL,N,ANA01,20294,184,68,16,10,5,22
20220816,Tue,HOU,AL,CHA,AL,N,CHI12,23476,190,67,19,7,6,14
20220816,Tue,DET,AL,CLE,AL,N,CLE08,13503,200,71,19,7,6,11
20220816,Tue,KCA,AL,MIN,AL,N,MIN04,23093,181,71,21,9,4,22
20220816,Tue,TBA,AL,NYA,AL,N,NYC21,41083,171,62,8,4,1,12
20220816,Tue,OAK,AL,TEX,AL,N,ARL03,15260,187,69,20,6,6,15
20220816,Tue,BAL,AL,TOR,AL,N,TOR02,37940,174,67,14,6,6,16
20220817,Wed,NYN,NL,ATL,NL,N,ATL03,34308,202,72,21,16,6,18
20220817,Wed,PHI,NL,CIN,NL,D,CIN09,13622,147,62,11,1,5,22
20220817,Wed,SDN,NL,MIA,NL,D,MIA02,7273,224,69,18,12,14,14
20220817,Wed,LAN,NL,MIL,NL,N,MIL06,30259,169,60,10,3,7,17
20220817,Wed,BOS,AL,PIT,NL,N,PIT08,15231,163,71,18,11,7,14
20220817,Wed,ARI,NL,SFN,NL,N,SFO03,22649,187,67,14,5,5,23
20220817,Wed,COL,NL,SLN,NL,N,STL10,38033,186,63,16,6,7,16
20220817,Wed,CHN,NL,WAS,NL,D,WAS11,28302,176,64,11,5,2,17
20220817,Wed,SEA,AL,ANA,AL,D,ANA01,19550,194,73,20,18,8,18
20220817,Wed,HOU,AL,CHA,AL,N,CHI12,24671,186,62,13,4,7,15
20220817,Wed,DET,AL,CLE,AL,N,CLE08,14335,194,67,16,11,8,18
20220817,Wed,KCA,AL,MIN,AL,D,MIN04,23543,169,62,13,3,4,12
20220817,Wed,TBA,AL,NYA,AL,N,NYC21,42512,228,75,19,15,10,22
20220817,Wed,OAK,AL,TEX,AL,N,ARL03,14846,180,68,15,9,8,12
